datetime,AUCT,CHIT,CHST,CPIT,GBIT,GIST,JBTT,KAIT,LOTT,MNKT,NAPT,NBRT,NCPT,OTAT,PUYT,RBCT,RFRT,TAUT,TPTT,WLGT
2022-10-30 22:00:00,2.149467302551575,7.269300011302031,0.6189425473195929,6.324139875257847,2.250592630144985,0.6029713860547502,6.283368147733676,3.786480986153819,2.98250020706091,2.124761948249823,3.845335287871183,1.1901013690046056,2.984279275791045,2.6329739826049887,3.555835026789473,2.167659933695734,1.3627479433944918,2.824586042610441,6.233778958418701,6.322322600442304
2022-10-30 23:00:00,1.8214940156288428,6.8896130129063895,0.6115112458936866,7.107181893984111,2.7813163988673293,0.7224190615076049,7.060754690542347,4.562306994532705,3.875311084401558,1.791455865619722,3.883077416672917,0.3431886539309773,3.44161402965765,3.2812198182352925,3.802655722554404,1.9048675999152431,0.7296816439180622,3.0001080628888,6.438587110353692,7.121986494713645
2022-10-31 00:00:00,1.5007537722312587,6.754209469515588,0.7991085501460261,7.388469843262025,3.28672098905888,0.9147468848718812,7.33639128460445,5.568218806914201,3.5687026990552098,1.4704617454625664,3.8769993396653137,1.017114725659245,3.944799130272817,4.202783296245054,3.92111971305162,1.6165998236071328,0.2149961909175008,3.29950227023934,6.392326647544877,7.390629957813488
2022-10-31 01:00:00,1.314422663963863,7.521575238053859,2.390751389056314,7.453956933364229,3.519706825726415,2.429716794290432,7.40286171842415,6.1946903618005615,3.509927156799357,1.294610081987201,3.852355177570823,1.5672579335340528,4.399916230519198,5.243840857505181,3.7556516716416497,1.5190988370839484,1.521166291822469,3.5966596536268787,5.939092293446542,7.4604818083112034
2022-10-31 02:00:00,1.211013666082183,7.269265605410173,3.3157224385028514,7.255777719898802,3.355497426034733,3.184740407196815,7.2036021995289445,6.381044440378531,3.5017470531449493,1.2028419246742863,4.132447905526385,2.085482309555307,4.782935331770076,5.829836558784737,3.664988696441627,1.4941537471745614,2.708911801926955,4.300421454751609,4.873330885971651,7.273629155655153
2022-10-31 03:00:00,0.7161744729106084,6.9634132037253735,3.1230469695302654,7.119079290899314,3.139421135439934,3.031071460266335,7.071574921763463,6.223910334249959,3.834787045855886,0.7082116065266562,4.911136317384739,2.428155983542362,5.130639472464286,5.641709942214612,3.34696182270947,1.0624154351770274,3.1075391308118308,3.3759730016091445,3.728280953002202,7.133623269904436
2022-10-31 04:00:00,0.3304701597450408,6.248566150928448,2.2181119216249434,6.957802320662167,2.88177676927974,2.175339683193272,6.908803834882719,5.829494009861705,4.234761369642841,0.2789525858872653,5.0049649889684655,1.4410280962089337,5.344523453917978,5.740471290036514,3.1392603665126018,0.551352940170272,2.3745489926743493,2.5277688167594707,3.095358473278291,6.980773743925078
2022-10-31 05:00:00,1.1102103013850977,5.781879762414684,2.1524687178937656,6.720584730700312,2.7693383402211684,2.3459309085038758,6.670010320981019,5.023172658530049,4.358207437472964,1.0273309079885085,5.246195327573231,0.614051182725025,5.500298812995713,5.823271169932996,2.594999158358513,0.7890185563963761,1.4801252470181094,2.4914360636296826,2.8977066070620907,6.753948657221911
2022-10-31 06:00:00,2.0599494874259925,6.091004807712895,2.9904123911902887,6.820784356112561,2.686677065581456,3.066742395349442,6.766951140765467,3.7441990314832174,3.765301814124724,1.989279873742672,4.738882630568207,1.506421911489896,5.859021043931704,5.427515136590878,2.064976363220413,1.7625485684085227,1.130488251315796,2.406585971232602,2.6550026161847886,6.883733047921897
2022-10-31 07:00:00,2.2590149699418527,6.61620907956978,2.9589391752462304,6.858642133672986,2.4986947918631737,2.980885282478918,6.803389719019242,2.366328736769552,2.567633803620226,2.2253328182524394,3.71900883389601,2.3193820867163644,5.886350176989212,4.187559586557265,1.274804367399215,2.1199788535982296,1.5576418224246222,1.9705200307386008,2.958905319492294,6.944850690667231
2022-10-31 08:00:00,2.833531264030649,6.739054160378724,2.285425604038468,6.915775846958087,2.544992729509316,2.210866736687344,6.862077840191295,1.6929861029615187,2.193370528097269,2.825223133661828,3.1223538069384684,2.8800812086957857,5.4956340484165,3.7126348976091648,0.7661796812704309,2.5848770768958467,2.385234533719184,1.244713864866054,2.9134744915414075,7.013734753028929
